연번,가맹점명,업종명,우편번호,소재지주소,제공기준일자
21205,임가이헤어크리닉,"이용,미용",13357,"경기 성남시 중원구 광명로 111,  1층 (성남동, 인성빌딩)",2025-06-26
21206,임광로얄세탁소,세탁소,13586,경기도 성남시 분당구 불정로 397  상가동101호,2025-06-26
21207,임마누엘마트,식품잡화,13509,"경기 성남시 분당구 판교로743번길 7,  상가동 지하 B101 (야탑동, 목련마을SK아파트)",2025-06-26
21208,임상심리연구소  학습과사랑,일반전문학원,13555,"경기 성남시 분당구 성남대로 393,  두산위브파밀리온 A-1411 (정자동)",2025-06-26
21209,임성녀바디클럽,회원제,13555,"경기 성남시 분당구 정자일로 234,  302호 일부 (정자동, 태남프라자)",2025-06-26
21210,임셒키친,양식,13353,경기도 성남시 수정구 산성대로 267  2층 205호(신흥동),2025-06-26
21211,임실 엔 치즈피자,패스트푸드,13337,경기 성남시 수정구 산성대로 199  (수진동),2025-06-26
21212,임실치즈피자,한식,13106,경기 성남시 수정구 대왕판교로 966  (시흥동),2025-06-26
21213,임안과의원,개인병원,13290,경기  성남시  수정구  태평2동  3309-464,2025-06-26
21214,임약국,약국,13618,"경기 성남시 분당구 성남대로 170,  301호 (금곡동, 한국프라자)",2025-06-26
21215,임용수세무회계사무소,"전문서비스(회계,변리,컨설팅등)",463500,경기  성남시  분당구  구미동  동아그린프라자701,2025-06-26
21216,임원식품,미곡상,13208,"경기 성남시 중원구 금상로 134,  111동 1505호 (상대원동, 선경상대원2차아파트)",2025-06-26
21217,임윤주,스포츠센타/레포츠클럽,13483,경기도 성남시 분당구 판교원로 209  606동 902호,2025-06-26
21218,임은미헤어샵,"이용,미용",13597,"경기 성남시 분당구 내정로173번길 5 ,  궁전상가201호 (수내동)",2025-06-26
21219,임자네밥집,한식,13344,경기도 성남시 수정구 시민로133번길 8  1층,2025-06-26
21220,임정원헤어,"이용,미용",13304,"경기 성남시 수정구 수정로119번길 18-1,  1층 (태평동)",2025-06-26
21221,임진강 메기매운탕,한식,13445,경기도 성남시 수정구 설개로14번길 16  1층(시흥동),2025-06-26
21222,임팩트온,일반대중음식,13618,"경기도 성남시 분당구 성남대로172번길 12  ,1층8호 (금곡동,현대아리온오피스텔)",2025-06-26
21223,임하식  권투체육관,일반전문학원,13352,"경기 성남시 수정구 시민로 152,  3층 (신흥동)",2025-06-26
21224,임하정수학교습소,일반전문학원,13586,경기도 성남시 분당구 불정로 381  504호,2025-06-26
21225,임헤어,"이용,미용",13111,경기도 성남시 수정구 모란로 83-1  1층,2025-06-26
21226,임흥택세무회계사무소,"전문서비스(회계,변리,컨설팅등)",13320,"경기 성남시 수정구 산성대로93번길 25,  밀란체2상가 104호 (수진동)",2025-06-26
21227,입실론보습학원,일반전문학원,13589,경기도 성남시 분당구 돌마로 481  4층406호,2025-06-26
21228,입실론보습학원,일반전문학원,13589,경기도 성남시 분당구 돌마로 481  4층406호,2025-06-26
21229,입실론서점,서적,13586,경기도 성남시 분당구 돌마로486번길 12  228동 효자촌주상가 지하9호,2025-06-26
21230,입안의 행복,한식,13338,경기 성남시 수정구 신흥동 5554  ,2025-06-26
21231,입채 뷰티,화장품,13640,경기도 성남시 수정구 위례광장로 104  2층 2237호,2025-06-26
21232,입큰개구리,남.여기성복,13588,경기도 성남시 분당구 중앙공원로 35  1층 125호(올림팍스포츠센터,2025-06-26
21233,"잇올관리형프리미엄독서실, 잇올스파르타독",일반전문학원,13610,경기도 성남시 분당구 느티로51번길 16  10층 1003호1004호1005호 (정자동 젤존타워 1차),2025-06-26
21234,잇올관리형프리미엄독서실.잇올스파르타독,독서실,13558,경기도 성남시 분당구 느티로 16  10층 1003.1004.1005 호 (정자동.젤존타워1차),2025-06-26
21235,잇올스파르타관리형프리미엄독서실(수내1관),독서실,13595,경기도 성남시 분당구 황새울로258번길 40  2층 (수내동 분당수내동빌딩),2025-06-26
21236,잇올스파르타독학관리학원 (수내1관),일반전문학원,13595,경기도 성남시 분당구 황새울로258번길 40  2층 (수내동 분당수내동빌딩),2025-06-26
21237,잇츠 PC(정자점),PC게임방,13610,"경기도 성남시 분당구 느티로 69  지하층 101,102,103호",2025-06-26
21238,잇츠에너지,인삼  및  건강제품,13209,경기도 성남시 중원구 사기막골로45번길 14  B동20층04호 성남우림라이온스밸리2차,2025-06-26
21239,잉글랜드신발,기성화(신발),13394,경기 성남시 중원구 희망로 385  (상대원동),2025-06-26
21240,잉글리쉬 위드맘 판교,서적,13467,경기도 성남시 분당구 운중로166번길 6  1층 103호,2025-06-26
21241,잉글리쉬 트리 출판,서적,13637,경기도 성남시 분당구 구미로9번길 10  824호,2025-06-26
21242,잉글리쉬무무서현제1학습관보습학원,일반전문학원,13587,"경기 성남시 분당구 불정로 380,  동남상가 306호 (서현동)",2025-06-26
21243,잉글리쉬무무판교보습학원,일반전문학원,13492,"경기 성남시 분당구 판교로 372,  503호 (삼평동)",2025-06-26
21244,잉글리쉬북레러어학원,일반전문학원,13560,"경기 성남시 분당구 정자일로 121,  E-9 (정자동, 분당더샵스타파크)",2025-06-26
21245,잉글리쉬스튜디오 영어교습소,일반전문학원,13508,경기도 성남시 분당구 야탑로231번길 45  상가동102호,2025-06-26
21246,잉글리쉬앤,일반전문학원,13146,경기도 성남시 수정구 희망로 484  1층,2025-06-26
21247,잉글리쉬트리어학원,일반전문학원,13625,경기도 성남시 분당구 미금로 39  404호,2025-06-26
21248,잉글리쉬트리어학원,일반전문학원,13625,경기도 성남시 분당구 미금로 39  404호,2025-06-26
21249,잉글리쉬파크어학원,일반전문학원,13642,"경기도 성남시 수정구 위례동로 141  402호(창곡동, 우성메디피아)",2025-06-26
21250,잉글리쉬피너쿨 보습학원,일반전문학원,13599,"경기 성남시 분당구 내정로166번길 7-3,  303 (수내동, 서기빌딩)",2025-06-26
21251,잉글리시에그 분당센타,교육기자재,13554,"경기도 성남시 분당구 정자일로 248  2층 215호, 216호, 217호, 218호",2025-06-26
21252,잉글리시에그 분당센타,일반전문학원,13554,"경기도 성남시 분당구 정자일로 248  2층 215호,216호,217호,218호",2025-06-26
21253,잉글리시에그 위례센터,서적,13640,경기도 성남시 수정구 위례광장로 300  중앙타워주건축물제1동715호(창곡동),2025-06-26
21254,잉글리시에그 위례센터-문화비,서적,13640,경기도 성남시 수정구 위례광장로 300  중앙타워주건축물제1동715호(창곡동),2025-06-26
21255,잉글릿 헤어샵,"이용,미용",13344,"경기 성남시 수정구 시민로133번길 10,  1층 (신흥동)",2025-06-26
21256,잉꼬홈패션,침구(이불),13180,"경기 성남시 중원구 광명로 289,  2층 25호 26호 (금광동)",2025-06-26
21257,잉카바베큐,일반대중음식,13316,"경기 성남시 수정구 성남대로1226번길 10,  104호 (수진동, 태평타운빌)",2025-06-26
21258,잉크가이  분당총판점,문구용품,13427,경기 성남시 중원구 도촌로7번길 22-3  (도촌동),2025-06-26
21259,잉크가이오케이점,문구용품,13601,"경기 성남시 분당구 발이봉북로 22,  202호 (수내동)",2025-06-26
21260,잉크레더블영어학원,일반전문학원,13642,경기도 성남시 수정구 위례동로 135  403호,2025-06-26
21261,잉크매디아,사무기기,13311,경기 성남시 수정구 성남대로1258번길 8-4  (태평동),2025-06-26
21262,잉크스테이션야탑점,문구용품,13504,"경기 성남시 분당구 야탑로153번길 4-14,  1층 (야탑동)",2025-06-26
21263,잉크스테이션태평점,사무기기,13329,"경기 성남시 수정구 제일로138번길 1,  1층 (수진동)",2025-06-26
21264,잉크폴리스 분당판교점,문구용품,13499,"경기 성남시 분당구 장미로 101,  823동 802호 (야탑동, 장미마을아파트)",2025-06-26
21265,잉크홈(INKHOME),수제용품점,13557,"경기도 성남시 분당구 정자일로 197  1층 120호(정자동,푸르지오2차 상가)",2025-06-26
21266,자가제빵 선명희피자(위례점),패스트푸드,13647,경기도 성남시 수정구 위례서로 34  1층 109호,2025-06-26
21267,자가제빵선명희pizza 성남중앙점,일반대중음식,13248,경기도 성남시 중원구 산성대로 330-4  1층,2025-06-26
21268,자갈치시장,일반대중음식,13497,"경기 성남시 분당구 성남대로925번길 19,  103 104 (야탑동, 터미널프라자)",2025-06-26
21269,자강 한의원,"한의원,한약방",13627,"경기도 성남시 분당구 돌마로 86  2동 304호 (구미동, 엘레강스프라자)",2025-06-26
21270,자광당의원,"한의원,한약방",13144,경기 성남시 수정구 산성대로 419  (단대동),2025-06-26
21271,자기주도수학영재교육센터,일반전문학원,13523,"경기 성남시 분당구 판교로 442,  3층 (이매동)",2025-06-26
21272,자끄데상쥬,"이용,미용",13595,"경기 성남시 분당구 백현로 97,  2층 205호 외1필지 (수내동, 다운타운)",2025-06-26
21273,자담치킨,일반대중음식,13312,"경기 성남시 수정구 모란로 69,  상가 1층 108 (수진동, 산호아파트)",2025-06-26
21274,자담치킨 분당서현점,일반대중음식,13587,경기도 성남시 분당구 불정로376번길 31  604동1층165호,2025-06-26
21275,자담치킨 분당정자점,일반대중음식,13607,"경기 성남시 분당구 내정로 52,  1층 104호 (정자동)",2025-06-26
21276,자담치킨(구미점),일반대중음식,13626,경기도 성남시 분당구 미금로 48  101호,2025-06-26
21277,자담치킨(신흥점),한식,13338,경기도 성남시 수정구 수정로 154  1층,2025-06-26
21278,자담푸드,식품잡화,13388,경기 성남시 중원구 원터로 30-4  (하대원동),2025-06-26
21279,자동차밧데리 할인마트,"차량용품,부품",13367,"경기 성남시 중원구 제일로63번길 6-1,  101호 (성남동, 한성듀크빌)",2025-06-26
21280,자동차와  좋은사람들,"정비,세차장,자동차SVC",13279,경기 성남시 수정구 시민로222번길 1  (태평동),2025-06-26
21281,자동차외형복원 상대원점,"정비,세차장,자동차SVC",13245,경기 성남시 중원구 박석로52번길 5-5  (상대원동),2025-06-26
21282,자라다남아미술 분당이매학원,일반전문학원,13523,경기도 성남시 분당구 판교로 440  2층,2025-06-26
21283,자라다남아미술학원,일반전문학원,13555,경기도 성남시 분당구 정자일로 240  201호,2025-06-26
21284,자람학원,일반전문학원,13642,"경기도 성남시 수정구 위례동로 153  601호 (창곡동,에이플타워)",2025-06-26
21285,자리,일반대중음식,13209,경기도 성남시 중원구 사기막골로45번길 14  제지하3층 제비-비310호,2025-06-26
21286,자립성장학교 와와,일반대중음식,13372,경기도 성남시 중원구 제일로 33  4층 일부호,2025-06-26
21287,자매만두,중식,13318,경기도 성남시 수정구 수정남로16번길 3  1층 101호,2025-06-26
21288,자매식당,한식,13179,"경기 성남시 중원구 자혜로8번길 59,  1층 (금광동)",2025-06-26
21289,자매전집,일반대중음식,13305,"경기도 성남시 수정구 수정로 109  1층 157호,158호",2025-06-26
21290,자매중국식품,식품잡화,13316,경기도 성남시 수정구 수정남로 23  1층,2025-06-26
21291,자명한의원,"한의원,한약방",13569,경기 성남시 분당구 방아로 25  (이매동),2025-06-26
21292,자미당 오야점,일반대중음식,13100,경기도 성남시 수정구 대왕판교로 1289  1층(일부)호,2025-06-26
21293,자미당 태평역점,일반대중음식,13311,경기도 성남시 수정구 수정로 81  1층 103호,2025-06-26
21294,자미온,"수예,지물,커텐,카페트",13497,"경기 성남시 분당구 성남대로925번길 16,  3층 4 (야탑동, 테마폴리스)",2025-06-26
21295,자방,남.여기성복,13242,"경기 성남시 중원구 희망로 322,  101호 상대원주상복합 (상대원동)",2025-06-26
21296,"자부심을선물하는회사 ""루 """,남.여기성복,13505,경기 성남시 분당구 장미로86번길 5  (야탑동),2025-06-26
21297,자산어보 판교점,한식,13530,"경기 성남시 분당구 대왕판교로606번길 10,  2층 201호 202호 (백현동)",2025-06-26
21298,자연(e)래,세탁소,13645,"경기 성남시 수정구 위례동로 61 ,  상가동 지1층 4호 (창곡동, 위례 자연& 래미안 e편한세상)",2025-06-26
21299,자연건강연구소   리다의꿈,일반전문학원,13583,경기 성남시 분당구 분당로263번길 68  (분당동),2025-06-26
21300,자연과사람들,"용역서비스(연구,번역등)",13569,"경기 성남시 분당구 성남대로 776,  301호 (이매동)",2025-06-26
21301,자연과아이들어린이집,유치원,13600,"경기 성남시 분당구 수내로 206,  310동 102호 (수내동, 푸른마을벽산신성아파트)",2025-06-26
21302,자연과한의원,"한의원,한약방",13590,경기도 성남시 분당구 서현로 192  야베스밸리 903호,2025-06-26
21303,자연드림 분당정자점,할인점/슈퍼마켓,13607,경기도 성남시 분당구 정자로 105  101~112호,2025-06-26
21304,자연머리,"이용,미용",13277,"경기 성남시 수정구 남문로125번길 13-2,  1층 (태평동)",2025-06-26
21305,자연머리방,"이용,미용",13609,경기  성남시  분당구  정자동  51-39번지,2025-06-26
21306,자연산회통영붕장어,한식,13477,경기도 성남시 분당구 운중로267번길 8-13  1층,2025-06-26
21307,자연샘유치원,유치원,13628,경기 성남시 분당구 미금로 177  (구미동),2025-06-26
21308,자연속에과야(프로포즈),농수산물,13376,경기도 성남시 중원구 성남대로 1133  1층17A호,2025-06-26
21309,자연애 슈가링,회원제,13506,경기도 성남시 분당구 야탑로 95  6층 611호(야탑동 세신옴니코아빌딩),2025-06-26
21310,자연애쭈꾸미,한식,13597,"경기 성남시 분당구 내정로165번길 38,  금호상가 602동 225호 (수내동)",2025-06-26
21311,자연약국,약국,13368,"경기도 성남시 중원구 제일로 37  1층 4호,5호(성남동,신명빌딩)",2025-06-26
21312,자연유치원,유치원,13523,"경기 성남시 분당구 판교로 430,  301동 1501호 (이매동, 아름마을아파트)",2025-06-26
21313,자연으로 천연염색,"용역서비스(연구,번역등)",13339,경기도 성남시 수정구 탄리로 58  1층,2025-06-26
21314,자연을담은과일 판교점,청과물,13484,"경기 성남시 분당구 운중로 242,  1층 111호 (판교동)",2025-06-26
21315,자연의 맛,한식,13307,"경기 성남시 수정구 제일로 211-2,  1층 (태평동)",2025-06-26
21316,자연푸드,농수산물,13209,"경기 성남시 중원구 사기막골로45번길 14 ,  제비동 9층916호 (상대원동)",2025-06-26
21317,자연한의원,"한의원,한약방",13249,"경기 성남시 중원구 산성대로 354 ,  3층 (중앙동)",2025-06-26
21318,자오르(Jaoreu),화원,13602,"경기 성남시 분당구 내정로 24,  601동 702호 (정자동, 정든마을한진6단지아파트)",2025-06-26
21319,자오챤,중식,13603,"경기 성남시 분당구 불정로 195,  상가 지하 3호 (정자동, 정든마을우성아파트)",2025-06-26
21320,자온,커피전문점,13450,경기도 성남시 수정구 달래내로 257  1층 일부호,2025-06-26
21321,자우아동발달센터,상담실(결혼등),13489,"경기 성남시 분당구 판교로 375,  (삼평동)",2025-06-26
21322,자유 의수족 보조기,"의료기기,건강진단",13201,"경기 성남시 중원구 사기막골로 99,  A동 1619호 (상대원동)",2025-06-26
21323,자유발도르프  어린이집,유치원,13579,경기 성남시 분당구 서현로439번길 23  (분당동),2025-06-26
21324,자유신경외과의원,개인병원,13358,"경기 성남시 중원구 산성대로 208,  301-303,306 (성남동, 신한타워)",2025-06-26
21325,자유의지,일반대중음식,13544,"경기도 성남시 분당구 판교대장로7길 6-17  지하1층,1층",2025-06-26
21326,자윤한의원,"한의원,한약방",13590,"경기도 성남시 분당구 서현로 192  ,1동 4층 402호",2025-06-26
21327,자이로 스튜디오,스포츠센타/레포츠클럽,13557,경기도 성남시 분당구 정자일로 177  310호,2025-06-26
21328,자이명품세탁소,세탁소,13391,경기 성남시 중원구 하대원동  218-1번지 자이아파트 상가 110,2025-06-26
21329,자이브스토리,생활잡화,13511,"경기도 성남시 분당구 판교로 697  (야탑동, 분당테크노파크 A동 B209, 210호)",2025-06-26
21330,자이숲어린이집,유치원,13639,경기도 성남시 수정구 위례순환로 100  관리동(창곡동 위례자이),2025-06-26
21331,자이숲어린이집,유치원,13639,경기도 성남시 수정구 위례순환로 100  관리동(창곡동 위례자이),2025-06-26
21332,자이언트아이미술학원,일반전문학원,13536,경기도 성남시 분당구 판교역로14번길 20  3층 302호,2025-06-26
21333,자이요가-분당점,스포츠센타/레포츠클럽,13555,경기  성남시  분당구  정자동  15-1  폴라리스빌딩II406호～407호,2025-06-26
21334,자인한의원,"한의원,한약방",13524,"경기 성남시 분당구 대왕판교로606번길 41,  604호 (삼평동)",2025-06-26
21335,자일분당서비스(주),"차량용품,부품",13552,"경기 성남시 분당구 대왕판교로 148,  쉐보레분당서비스센터 (금곡동)",2025-06-26
21336,자전거  백화점,자전거(성인용),13492,"경기 성남시 분당구 동판교로 225,  봇들마을상가 101 (삼평동)",2025-06-26
21337,자코트레이드,생활잡화,13401,경기 성남시 중원구 희망로327번길 20-7  (상대원동),2025-06-26
21338,자탁소 셀프빨래방 정자점,세탁소,13560,경기도 성남시 분당구 정자일로 135  1층120호,2025-06-26
21339,자트(Satt),일반대중음식,13375,경기도 성남시 중원구 성남대로1151번길 22  1층,2025-06-26
21340,자헨네이처헤어,"이용,미용",13578,"경기 성남시 분당구 불정로420번길 9-4,  1층 (서현동)",2025-06-26
21341,작살치킨,일반대중음식,13177,"경기 성남시 중원구 광명로335번길 3,  1층 (금광동)",2025-06-26
21342,작심스터디카페 분당미금점,"공연장,극장",13618,경기도 성남시 분당구 성남대로 168  2층 209호 210호,2025-06-26
21343,작심스터디카페 상대원점,"공연장,극장",13232,"경기도 성남시 중원구 금상로 60  5층(상대원동, 우림빌딩)",2025-06-26
21344,작심스터디카페 성남신흥점,"공연장,극장",13248,경기도 성남시 중원구 산성대로 326-2  8층,2025-06-26
21345,작업실 손소,"화랑,표구사",13101,경기도 성남시 수정구 신촌로 47  101호,2025-06-26
21346,작업실지재,조명  및  전기자재  실내장식,13625,경기도 성남시 분당구 구미로 50  .206-904,2025-06-26
21347,작업실진,수제용품점,13171,경기도 성남시 중원구 자혜로16번길 26  101호,2025-06-26
21348,작은 라온,일반대중음식,13376,경기도 성남시 중원구 성남대로 1155  103호,2025-06-26
21349,작은공간,일반대중음식,13597,경기도 성남시 분당구 내정로165번길 38  103호,2025-06-26
21350,작은도서관,인형  및  완구  아동용  자전거,13182,경기도 성남시 중원구 광명로 350  .,2025-06-26
21351,작은도서관,스포츠마사지,13182,경기도 성남시 중원구 광명로 350  .,2025-06-26
21352,작은어촌,한식,13506,"경기 성남시 분당구 장미로 86,  이코노샤르망 1층 105 (야탑동)",2025-06-26
21353,작은어촌,한식,463874,"경기 성남시 분당구 내정로 111,  105호 106호 (정자동, 금성플라자)",2025-06-26
21354,작은어촌,한식,13627,"경기 성남시 분당구 미금일로74번길 29-4,  1층 (구미동)",2025-06-26
21355,작은옷방,남.여기성복,13178,경기도 성남시 중원구 광명로309번길 3  1층,2025-06-26
21356,작은화실,일반전문학원,13586,경기도 성남시 분당구 돌마로476번길 31  상가동 304호,2025-06-26
21357,작품세계미술학원,일반전문학원,13522,"경기 성남시 분당구 판교로 437,  301 (야탑동, 숭문빌딩)",2025-06-26
21358,잔다냥 성남점,애완동물,13346,경기도 성남시 수정구 수정남로 167  102호,2025-06-26
21359,잔칫날,한식,13523,"경기 성남시 분당구 판교로 430,  상가동 113호 (이매동, 아름마을아파트)",2025-06-26
21360,잘란(JALAN)분당카페거리점,남.여기성복,13556,"경기도 성남시 분당구 정자일로213번길 18  201동1층106호(정자동,성원상떼뷰)",2025-06-26
21361,잘하자 테니스 아카데미 (Z.T.A),"용역서비스(연구,번역등)",13441,"경기도 성남시 분당구 장미로 55  ,110동 1002호",2025-06-26
21362,잠실가설주식회사,"건설,건축  자재",13108,경기 성남시 수정구 성남대로1379번길 14-1  (복정동),2025-06-26
21363,잠실종합상사,"건설,건축  자재",13333,경기도 성남시 수정구 제일로124번길 8-1  1층,2025-06-26
21364,잠언의료기,"의료기기,건강진단",13497,"경기도 성남시 분당구 야탑로69번길 24-6  3층301-2 (야탑동 ,두만프라자)",2025-06-26
21365,장  한의원,"한의원,한약방",13157,"경기 성남시 중원구 산성대로 496,  외1필지 2층 (은행동)",2025-06-26
21366,장's,한식,13305,경기도 성남시 수정구 수정로 109  1층 160호,2025-06-26
21367,장가네,한식,13179,경기 성남시 중원구 자혜로16번길 62-1  (금광동),2025-06-26
21368,장군,농수산물,13364,"경기 성남시 중원구 광명로 12-4,  1층 (성남동)",2025-06-26
21369,장군감자탕 찜,한식,13346,"경기 성남시 수정구 수정남로 159,  1층 (신흥동)",2025-06-26
21370,장군보쌈족발(모란점),한식,13373,"경기 성남시 중원구 둔촌대로 101,  101호 (성남동, 월드팰리스)",2025-06-26
21371,장군식당,일반대중음식,13344,경기 성남시 수정구 산성대로215번길 10-16  (신흥동),2025-06-26
21372,장군족발보쌈,한식,13338,경기 성남시 수정구 수정로180번길 3  (신흥동),2025-06-26
21373,장금이한식부페,한식,13397,경기도 성남시 중원구 희망로 362  1층,2025-06-26
21374,장꼬방,한식,13497,"경기 성남시 분당구 야탑로81번길 10,  B108호 (야탑동, 분당아미고타워)",2025-06-26
21375,장도예탑영어,일반전문학원,13519,경기도 성남시 분당구 판교로 519  203호,2025-06-26
21376,장돌이와 하루미,일반대중음식,13610,"경기 성남시 분당구 느티로51번길 16-11,  102호 (정자동)",2025-06-26
21377,장동민의 옹PC,PC게임방,13227,경기도 성남시 중원구 박석로5번길 17  2층(상대원동),2025-06-26
21378,장모네 화로구이 돌솥한정식 전문점,한식,13262,"경기 성남시 수정구 수정로 294,  1층 (신흥동)",2025-06-26
21379,장모님손만두,한식,13362,"경기 성남시 중원구 광명로100번길 9,  1층 (성남동)",2025-06-26
21380,장모님콩밭,한식,13229,"경기 성남시 중원구 둔촌대로 464,  중일아인스프라츠아파트형공장 102 103 (상대원동)",2025-06-26
21381,장모반찬,식품잡화,13588,"경기도 성남시 분당구 중앙공원로39번길 7  지하1층1호 (서현동,삼성.한신근린상가)",2025-06-26
21382,장미계,한식,13105,경기도 성남시 수정구 대왕판교로972번길 23-17  1층(고등동),2025-06-26
21383,장미공판장,할인점/슈퍼마켓,13346,"경기 성남시 수정구 수정남로 167,  1층 101 (신흥동, 송림빌라)",2025-06-26
21384,장미마을 현대온누리약국,약국,13499,"경기도 성남시 분당구 장미로 101  근린상가 1동 1층 1102호 (야탑동, 장미마을)",2025-06-26
21385,장미반점,중식,13441,"경기 성남시 분당구 장미로 55,  근린상가 지하1층 102 (야탑동)",2025-06-26
21386,장미사임당어린이집,유치원,13441,경기도 성남시 분당구 장미로 55  138동 103호,2025-06-26
21387,장미세탁소,세탁소,13227,경기 성남시 중원구 박석로25번길 21  (상대원동),2025-06-26
21388,장미용실,"이용,미용",13304,경기 성남시 수정구 수정북로 49  (태평동),2025-06-26
21389,장미장안 태권도장,일반전문학원,13499,경기도 성남시 분당구 장미로 101  상가동1301호,2025-06-26
21390,장미정육점,정육점,13441,"경기 성남시 분당구 장미로 55,  195동 103호 (야탑동, 동부근린아파트)",2025-06-26
21391,장미헤어샵,"이용,미용",13307,경기 성남시 수정구 남문로 5  (태평동),2025-06-26
21392,장미화원,화원,13246,경기  성남시  중원구  성남동  21-22,2025-06-26
21393,장보는 강아지와 고양이 분당구미점,애완동물,13626,경기도 성남시 분당구 미금로 36  브리엘프라자 1층 103호,2025-06-26
21394,장보는 강아지와고양이 궁내점,애완동물,13552,경기 성남시 분당구 대왕판교로 123  (금곡동),2025-06-26
21395,장복용과자공방,식품류제조업,13202,경기도 성남시 중원구 사기막골로 177  611,2025-06-26
21396,장봉달설렁탕,한식,13642,"경기도 성남시 수정구 위례순환로 180  101,102호(창곡동,위니스파크)",2025-06-26
21397,장비빔국수,한식,13616,"경기 성남시 분당구 정자일로 25,  205호 2204 (금곡동, 대덕프라자)",2025-06-26
21398,장비빔국수와굴국밥보쌈,한식,13477,경기 성남시 분당구 운중로257번길 7-4  (판교동),2025-06-26
21399,장산식당,일반대중음식,13243,경기도 성남시 중원구 박석로71번길 22-8  .,2025-06-26
21400,장새로내과의원,개인병원,13188,경기도 성남시 중원구 금빛로 43  근린생활시설 C블록 401-405호(금광동),2025-06-26
21401,장성공업사,"건설,건축  자재",13385,경기 성남시 중원구 둔촌대로 126  (하대원동),2025-06-26
21402,장세원치과의원,치과병원,13597,"경기 성남시 분당구 내정로173번길 11,  214 (수내동, 양지마을한양아파트)",2025-06-26
21403,장소아청소년과의원,개인병원,13287,경기 성남시 수정구 탄리로 120  (태평동),2025-06-26
21404,장손칼국수,한식,13391,경기도 성남시 중원구 둔촌대로 355  1층,2025-06-26
21405,장수건강원,인삼  및  건강제품,13599,경기도 성남시 분당구 내정로174번길 42  지하층 143호 (파크타운주상복합상가),2025-06-26
21406,장수건강원,인삼  및  건강제품,13304,"경기 성남시 수정구 수정로119번길 10,  1층 (태평동)",2025-06-26
21407,장수건강원,인삼  및  건강제품,13177,경기 성남시 중원구 광명로335번길 6  (금광동),2025-06-26
21408,장수건강원,인삼  및  건강제품,13377,경기 성남시 중원구 둔촌대로83번길 1  (성남동),2025-06-26
21409,장수과일,청과물,13304,경기  성남시  수정구  수정북로39번길  2  (태평동),2025-06-26
21410,장수농산,농수산물,13156,"경기도 성남시 중원구 은이로24번길 3  402호 (은행동,상우빌라)",2025-06-26
21411,장수농축산,정육점,13377,경기 성남시 중원구 둔촌대로83번길 1  (성남동),2025-06-26
21412,장수당한의원,"한의원,한약방",13365,"경기 성남시 중원구 성남대로 1132 ,  4층410,411,412호 (성남동)",2025-06-26
21413,장수보물촌꺼먹돼지,한식,13227,"경기 성남시 중원구 둔촌대로 421-1,  1층 (상대원동)",2025-06-26
21414,장수본가해장국,한식,13233,"경기 성남시 중원구 금상로 86,  1층 (상대원동)",2025-06-26
21415,장수본가해장국,한식,13497,"경기 성남시 분당구 야탑로69번길 18,  106호 (야탑동, 동아프라자)",2025-06-26
21416,장수본가해장국,한식,13366,경기도 성남시 중원구 성남대로1130번길 9  1층(성남동),2025-06-26
21417,장수본가해장국위례점,한식,13647,경기도 성남시 수정구 위례서일로3길 28  1츠일부호(창곡동),2025-06-26
21418,장수북어조림,한식,462809,"경기 성남시 중원구 금상로 106,  1층 (상대원동)",2025-06-26
21419,장수분식,한식,13274,"경기도 성남시 수정구 남문로121번길 16  , 지층(태평동)",2025-06-26
21420,장수사철탕,한식,13377,"경기 성남시 중원구 둔촌대로83번길 1,  2층 (성남동)",2025-06-26
21421,장수식품,식품류제조업,13376,경기도 성남시 중원구 성남대로1139번길 6  외1필지 1층,2025-06-26
21422,장수원,한식,13377,"경기 성남시 중원구 성남대로1139번길 19-1,  1층 (성남동)",2025-06-26
21423,장수정육점,정육점,13377,경기도 성남시 중원구 둔촌대로83번길 1  1층 일부 (성남동),2025-06-26
21424,장수정육점,정육점,13333,경기도 성남시 수정구 제일로124번길 16  .,2025-06-26
21425,장수촌,한식,13505,"경기  성남시  분당구  야탑로111번길  21  (야탑동,1층)",2025-06-26
21426,장숙(띠아모복정점),일반대중음식,13112,경기 성남시 수정구 복정로 133  (복정동),2025-06-26
21427,장스 춘천닭갈비,일반대중음식,13291,"경기 성남시 수정구 수정로153번길 11,  1층 (태평동)",2025-06-26
21428,장씨네,악세사리,13131,경기  성남시  수정구  단대동  897-3단대쇼핑135호,2025-06-26
21429,장아찌랑잡곡,식품잡화,13305,"경기도 성남시 수정구 수정로 109  1층 145호 (태평동, 중앙공설시장)",2025-06-26
21430,장안세탁소,세탁소,13584,경기 성남시 분당구 서현로478번길 14  (분당동),2025-06-26
21431,장안중학교,학교등록금,13584,경기 성남시 분당구 장안로 70  (분당동),2025-06-26
21432,장안체육관,일반전문학원,13583,"경기 성남시 분당구 장안로25번길 6-12,  3층 (분당동)",2025-06-26
21433,"장앤전내과,  이비인후과의원",개인병원,13597,경기 성남시 분당구 내정로173번길 1  (수내동),2025-06-26
21434,장어사랑,일반대중음식,13445,경기도 성남시 수정구 설개로 8  1층,2025-06-26
21435,장영ENG,"건설,건축  자재",13199,"경기 성남시 중원구 금상로67번길 12,  1층 (금광동)",2025-06-26
21436,장영수 한복이야기,남.여기성복,13615,경기도 성남시 분당구 성남대로 165  5층 503호 1차(천사의도시),2025-06-26
